720.jpg, 2, 2, 0.0293291
720.jpg, 3, 2, 0.0291558
720.jpg, 4, 2, 0.0294267
720.jpg, 5, 2, 0.0300284
720.jpg, 6, 2, 0.0299867
720.jpg, 7, 2, 0.0310971
720.jpg, 8, 2, 0.0299216
720.jpg, 9, 2, 0.0284798
720.jpg, 10, 2, 0.0298009
720.jpg, 11, 2, 0.0283901
720.jpg, 12, 2, 0.0281451
720.jpg, 13, 2, 0.0293909
720.jpg, 14, 2, 0.030595
720.jpg, 15, 2, 0.0289408
720.jpg, 16, 2, 0.0265297
720.jpg, 2, 4, 0.0331049
720.jpg, 3, 4, 0.0153966
720.jpg, 4, 4, 0.0150929
720.jpg, 5, 4, 0.0300934
720.jpg, 6, 4, 0.0297099
720.jpg, 7, 4, 0.0175615
720.jpg, 8, 4, 0.018257
720.jpg, 9, 4, 0.0161181
720.jpg, 10, 4, 0.0160199
720.jpg, 11, 4, 0.0293626
720.jpg, 12, 4, 0.0158291
720.jpg, 13, 4, 0.0295401
720.jpg, 14, 4, 0.0287966
720.jpg, 15, 4, 0.014702
720.jpg, 16, 4, 0.0151224
720.jpg, 2, 8, 0.0159066
720.jpg, 3, 8, 0.0208943
720.jpg, 4, 8, 0.0196978
720.jpg, 5, 8, 0.0159481
720.jpg, 6, 8, 0.0174175
720.jpg, 7, 8, 0.018995
720.jpg, 8, 8, 0.0212774
720.jpg, 9, 8, 0.0243647
720.jpg, 10, 8, 0.0157661
720.jpg, 11, 8, 0.0209774
720.jpg, 12, 8, 0.0157347
720.jpg, 13, 8, 0.0178722
720.jpg, 14, 8, 0.015674
720.jpg, 15, 8, 0.0158232
720.jpg, 16, 8, 0.0155343
720.jpg, 2, 16, 0.0172184
720.jpg, 3, 16, 0.0168632
720.jpg, 4, 16, 0.0185497
720.jpg, 5, 16, 0.0180787
720.jpg, 6, 16, 0.0210801
720.jpg, 7, 16, 0.0160846
720.jpg, 8, 16, 0.0176357
720.jpg, 9, 16, 0.0187686
720.jpg, 10, 16, 0.0176545
720.jpg, 11, 16, 0.0169773
720.jpg, 12, 16, 0.019579
720.jpg, 13, 16, 0.0164319
720.jpg, 14, 16, 0.023137
720.jpg, 15, 16, 0.0192759
720.jpg, 16, 16, 0.0185134
1080.jpg, 2, 2, 0.06548
1080.jpg, 3, 2, 0.0648806
1080.jpg, 4, 2, 0.0656929
1080.jpg, 5, 2, 0.0665426
1080.jpg, 6, 2, 0.0675833
1080.jpg, 7, 2, 0.0667786
1080.jpg, 8, 2, 0.0664448
1080.jpg, 9, 2, 0.0643872
1080.jpg, 10, 2, 0.063445
1080.jpg, 11, 2, 0.0639339
1080.jpg, 12, 2, 0.0625933
1080.jpg, 13, 2, 0.0622885
1080.jpg, 14, 2, 0.0631418
1080.jpg, 15, 2, 0.0619826
1080.jpg, 16, 2, 0.0624112
1080.jpg, 2, 4, 0.067851
1080.jpg, 3, 4, 0.0691441
1080.jpg, 4, 4, 0.0398634
1080.jpg, 5, 4, 0.0678239
1080.jpg, 6, 4, 0.0576147
1080.jpg, 7, 4, 0.0338212
1080.jpg, 8, 4, 0.0699888
1080.jpg, 9, 4, 0.068367
1080.jpg, 10, 4, 0.0770543
1080.jpg, 11, 4, 0.0516458
1080.jpg, 12, 4, 0.0652938
1080.jpg, 13, 4, 0.0676704
1080.jpg, 14, 4, 0.0663052
1080.jpg, 15, 4, 0.06772
1080.jpg, 16, 4, 0.0333529
1080.jpg, 2, 8, 0.0357747
1080.jpg, 3, 8, 0.0358752
1080.jpg, 4, 8, 0.0355185
1080.jpg, 5, 8, 0.0370203
1080.jpg, 6, 8, 0.0356463
1080.jpg, 7, 8, 0.0412325
1080.jpg, 8, 8, 0.0399736
1080.jpg, 9, 8, 0.0403996
1080.jpg, 10, 8, 0.0416473
1080.jpg, 11, 8, 0.0354511
1080.jpg, 12, 8, 0.0420932
1080.jpg, 13, 8, 0.0352997
1080.jpg, 14, 8, 0.0351023
1080.jpg, 15, 8, 0.0379685
1080.jpg, 16, 8, 0.0374819
1080.jpg, 2, 16, 0.0386183
1080.jpg, 3, 16, 0.0383096
1080.jpg, 4, 16, 0.0381299
1080.jpg, 5, 16, 0.0375523
1080.jpg, 6, 16, 0.0396451
1080.jpg, 7, 16, 0.0483291
1080.jpg, 8, 16, 0.0357711
1080.jpg, 9, 16, 0.0360641
1080.jpg, 10, 16, 0.0436807
